Miscellaneous
Included Accessories
Included Accessories,
Included Accessories,,"Batteries




 • 






 

Airplane Adapter"
Plug
Plug Material
Plug Material,
Plug Material,,Gold
Technical Features
Impedance
Impedance,
Impedance,,33 ohm
Driver Unit Size
Driver Unit Size,
Driver Unit Size,,9 mm
Sensitivity
Sensitivity,
Sensitivity,,104 dB
Noise Isolating
Noise Isolating,
Noise Isolating,,With Noise Isolating
Battery Life
Battery Life,
Battery Life,,100 hours
Noise Canceling
Noise Canceling,
Noise Canceling,,With Noise Canceling
Battery Type
Battery Type,
Battery Type,,1 x AAA
Key Features
Sound Mode
Sound Mode,
Sound Mode,,Stereo
Compatibility
Compatibility,
Compatibility,,Personal Audio
Design
Design,
Design,,Earbuds
Frequency Response
Frequency Response,
Frequency Response,,6 Hz - 23 kHz
Product Identifiers
MPN
MPN,
MPN,,51EF0340AA001
Other Features
Brand
Brand,
Brand,,Creative
